#7000And1 #7000And1
#Adaptxt #Adaptxt
#BBC #BBC
#BBCALBA #BBCALBA
#BBCAlba #BBCAlba
#BBCRNG #BBCRNG
#BBCRadionanGaidheal #BBCRadionanGaidheal
#BBCRnG #BBCRnG
#Blas13 #Blas13
#Blas2013 #Blas2013
#Buille #Buille
#Celtic #Celtic
#Christmas #Christmas
#Cymraeg #Cymraeg
#Edinburgh #Edinburgh
#FF #FF
#Firefox #Firefox
#Folk #Folk
#Frysk #Frysk
#Fuaim #Fuaim
#Gaeilge #Gaeilge
#Gaelg #Gaelg
#Gaelic #Gaelic
#Glasgow #Glasgow
#Gàidhlig #Gàidhlig
#Hebrides #Hebrides
#Irish #Irish
#Islay #Islay
#Kernewek #Kernewek
#LibreOffice #LibreOffice
#Mòd #Mòd
#OiPolloi #OiPolloi
#PDConf #PDConf
#RNG #RNG
#Rapal #Rapal
#RunKeeper #RunKeeper
#SMO #SMO
#SP #SP
#SP4 #SP4
#Scotland #Scotland
#Skye #Skye
#SongForToday #SongForToday
#Theatre #Theatre
#Uibhist #Uibhist
#abairthusa #abairthusa
#aland #aland
#anam #anam
#anla #anla
#bbc #bbc
#bbcalba #bbcalba
#blackpool #blackpool
#books #books
#ceol #ceol
#craic #craic
#cymraeg #cymraeg
#cymru #cymru
#dubhisgorm #dubhisgorm
#ff #ff
#ga #ga
#gaeilge #gaeilge
#gael #gael
#gaelg #gaelg
#gaelic #gaelic
#gaidhl #gaidhl
#glasgow #glasgow
#gàidhlig #gàidhlig
#holyrood #holyrood
#imld14 #imld14
#indyref #indyref
#islandfootie #islandfootie
#learngaelic #learngaelic
#pdconf #pdconf
#rnag #rnag
#rng #rng
#runrig #runrig
#scotland #scotland
#sp11 #sp11
#sp4 #sp4
#starlink #starlink
#ulpangaelic #ulpangaelic
#vorarlberg #vorarlberg
#Ìle #Ìle
#Ùlpan #Ùlpan
cultaraile cultúrtha
cultaral cultúrtha
cultaran cultúir
cultaran cultúr
cultaran gcultúir
cultaran gcultúr
cultuir cultúir
cultuir gcultúir
cultur cultúr
cultur gcultúr
culturach cultúrtha
culturaich cultúrtha
culturaiche cultúrtha
culturan cultúir
culturan cultúr
culturan gcultúir
culturan gcultúr
cumail coinneáil
cumail gcoinneáil
cumaladh coinneála
cumaladh gcoinneála
cute cute
càirdean cairde
càirdean gcairde
cànain dteanga
cànain teanga
cànaine dteanga
cànaine teanga
cànainean dteangacha
cànainean teangacha
cànan dteanga
cànan teanga
cànanan dteangacha
cànanan teangacha
cèim céime
cèim gcéime
còmhla le chéile
d d
d'affaires d'affaires
da dá
da'n don
da-rìreadh dáiríre
da-rìribh dáiríre
daineamaig dinimic
daineamaig ndinimic
daineamaige dinimice
daineamaige ndinimice
dam don
dan don
dar dár
dat dat
daw daw
dawl dawl
day day
days days
de de
de'n den
deadh-ghean dea-mhéin
deadh-ghean ndea-mhéin
deadh-gheana dea-mhéine
deadh-gheana ndea-mhéine
deagh dea-
deagh-bheus dea-bhéas
deagh-bheus ndea-bhéas
deagh-bheusa dea-bhéasa
deagh-bheusa ndea-bhéasa
deagh-bheusach dea-bhéasach
deagh-bheusach dea-bhéasacha
deagh-bheusaich dea-bhéasaigh
deagh-bheusaiche dea-bhéasaí
deagh-bheusan dea-bhéas
deagh-bheusan dea-bhéasa
deagh-bheusan ndea-bhéas
deagh-bheusan ndea-bhéasa
deagh-bhlais dea-bhlais
deagh-bhlais ndea-bhlais
deagh-bhlas dea-bhlas
deagh-bhlas ndea-bhlas
deagh-bholadh dea-bholadh
deagh-bholadh ndea-bholadh
deagh-bholaidh dea-bholaidh
deagh-bholaidh ndea-bholaidh
deagh-ghean dea-mhéin
deagh-ghean ndea-mhéin
deagh-gheana dea-mhéine
deagh-gheana ndea-mhéine
deagh-mhèin dea-mhéin
deagh-mhèin ndea-mhéin
deagh-mhèine dea-mhéine
deagh-mhèine ndea-mhéine
deagh-naidheachd dea-scéal
deagh-naidheachd dea-scéil
deagh-naidheachd ndea-scéal
deagh-naidheachd ndea-scéil
deagh-thoil dea-thoil
deagh-thoil ndea-thoil
deagh-thoile dea-thola
deagh-thoile ndea-thola
deal deal
dealbhadh-coimhearsnachd pleanáil phobail
dean déan
dean ndéan
deanadh déanadh
deanadh ndéanadh
deanadh ndéanfadh
deanaibh déanaigí
deanaibh ndéanaigí
deanaidh déanfaidh
deanaidh ndéanfaidh
deanainn ndéanfainn
deanam déanaim
deanam ndéanaim
deanamaid déanaimis
deanamaid ndéanaimis
deanamaid ndéanfaimis
deanar déanfar
deanar déantar
deanar ndéantar
deanta déanta
declaration declaration
decriminalisation decriminalisation
ded de do
deich deich
deigh b'oighear
deigh d'oighear
deigh hoighear
deigh m'oighear
deigh n-oighear
deigh oighear
deigh t-oighear
deighe d'oighir
deighe hoighir
deighe m'oighir
deighe n-oighir
deighe oighir
deimhinnte deifnídeach
deimhinnte deifnídeacha
deimhinnte deifnídigh
deimhinnte deifnídí
del del
dem de mo
dem den
den den
deotar ceap nótaí
der dár
description description
design design
destruction destruction
devolution devolution
dh'Abchais d'Abcáise
dh'Abchas d'Abcáis
dh'Abchasach d'Abcásach
dh'Abchasaich d'Abcásach
dh'Abchasaich d'Abcásaigh
dh'Abchasais d'Abcáisis
dh'Abchasaise d'Abcáisise
dh'Abhainn d'Abhainn
dh'Abharsair d'Áibhirseoir
dh'Abharsair d'Áibhirseora
dh'Abstoil d'Aspail
dh'Abstol d'Aspal
dh'Abstolan d'Aspail
dh'Abstolan d'Aspal
dh'Acadamaidh d'Acadaimh
dh'Acadamaidh d'Acadamh
dh'Afraganach d'Afracach
dh'Afraganaich d'Afracach
dh'Afraganaich d'Afracaigh
dh'Aibhne d'Abhann
dh'Aimearaga Meiriceá
dh'Aimearagaidh Meiriceá
dh'Aimearagaidhe Meiriceá
dh'Aimearaganach Meiriceánach
dh'Aimearaganaich Meiriceánach
dh'Aimearaganaich Meiriceánaigh
dh'Aimeireaga Meiriceá
dh'Aimeireaganach Meiriceánach
dh'Aimeireaganaich Meiriceánach
dh'Aimeireaganaich Meiriceánaigh
dh'Aisia d'Áise
dh'Alba d'Albain
dh'Albainn d'Alban
dh'Albanach d'Albanach
dh'Albanaich d'Albanach
dh'Albanaich d'Albanaigh
dh'Albann d'Alban
dh'Albannach d'Albanach
dh'Albannaich d'Albanach
dh'Albannaich d'Albanaigh
dh'Albàinia d'Albáin
dh'Albàinia d'Albáine
dh'Albàinianach d'Albánach
dh'Albàinianaich d'Albánach
dh'Albàinianaich d'Albánaigh
dh'Amaireaganach Meiriceánach
dh'Amaireaganaich Meiriceánach
dh'Amaireaganaich Meiriceánaigh
dh'Ameireaga Meiriceá
dh'Ameireagaidh Meiriceá
dh'Ameireaganach Meiriceánach
dh'Ameireaganaich Meiriceánach
dh'Ameireaganaich Meiriceánaigh
dh'Americanach Meiriceánach
dh'Americanaich Meiriceánach
dh'Americanaich Meiriceánaigh
dh'Angola d'Angóla
dh'Angòla d'Angóla
dh'Angòlach d'Angólach
dh'Angòlaich d'Angólach
dh'Angòlaich d'Angólaigh
dh'Angóla d'Angóla
dh'Angólach d'Angólach
dh'Angólaich d'Angólach
dh'Angólaich d'Angólaigh
dh'Astràilianach d'Astrálach
dh'Astràilianaich d'Astrálach
dh'Astràilianaich d'Astrálaigh
dh'Athair d'Athair
dh'Athar d'Athar
dh'EUR dh'EUR
dh'Eabhra d'Eabhrais
dh'Eabhra d'Eabhraise
dh'Eabhrach d'Eabhrach
dh'Eabhraich d'Eabhrach
dh'Eabhraich d'Eabhraigh
dh'Eabhraidheach d'Iosraeilíteach
dh'Eabhraidhich d'Iosraeilíteach
dh'Eabhraidhich d'Iosraeilítigh
dh'Eabhrais d'Eabhrais
dh'Eabhrais d'Eabhraise
dh'Eacuador d'Eacuadór
dh'Eadailt d'Iodáil
dh'Eadailt d'Iodáile
dh'Eadailteach d'Iodálach
dh'Eadailtich d'Iodálach
dh'Eadailtich d'Iodálaigh
dh'Eadar-lìn d'Idirlín
dh'Eadar-lìon d'Idirlíon
dh'Eadarlìn d'Idirlín
dh'Eadarlìon d'Idirlíon
dh'Ecuador d'Eacuadór
dh'Eilbheiseach d'Eilvéiseach
dh'Eilbheisich d'Eilvéiseach
dh'Eilbheisich d'Eilvéisigh
dh'Eilean d'Oileán
dh'Eileanan d'Oileáin
dh'Eileanan d'Oileán
dh'Eilein d'Oileáin
dh'Eireann d'Éireann
dh'Eireannach d'Éireannach
dh'Eireannaich d'Éireannach
dh'Eireannaich d'Éireannaigh
dh'Eirinn d'Éire
dh'Eòlaiche d'Eolaí
dh'Eòrpach d'Eorpach
dh'Eòrpaich d'Eorpach
dh'Eòrpaich d'Eorpaigh
dh'Iaimeuca d'Iamáice
dh'Iameuga d'Iamáice
dh'Iarann-aois d'Iarannaois
dh'Iarann-aoise d'Iarannaoise
dh'Iarla d'Iarla
dh'Iarlachan d'Iarlaí
dh'Iarusalem d'Iarúsailéim
dh'Iomarait d'Éimíríochta
dh'Iomarat d'Éimíríocht
dh'Iomaratan d'Éimíríochtaí
dh'Iupatair d'Iúpatair
dh'Iupatar d'Iúpatar
dh'Oidhche d'Oíche
dh'Oifis d'Oifig
dh'Oifise d'Oifige
dh'Oifisean d'Oifigí
dh'Oilthigh d'Ollscoil
dh'Oilthigh d'Ollscoile
dh'Ostair d'Ostair
dh'Ostair d'Ostaire
dh'Ostaire d'Ostaire
dh'Ostaireach d'Ostarach
dh'Ostairich d'Ostarach
dh'Ostairich d'Ostaraigh
dh'ab d'ab
dh'aba d'ab
dh'aba d'aba
dh'abacais d'abacais
dh'abacas d'abacas
dh'abacasan d'abacais
dh'abacasan d'abacas
dh'abachadh d'aibiú
dh'abachaidh d'aibithe
dh'abachan d'abaí
dh'abaich aibigh
dh'abaich d'aibigh
dh'abaich n-aibigh
dh'abaicheadh aibeodh
dh'abaicheadh aibíodh
dh'abaicheadh d'aibeodh
dh'abaicheadh n-aibeodh
dh'abaicheadh n-aibíodh
dh'abaicheamaid aibeoimis
dh'abaicheamaid d'aibeoimis
dh'abaicheamaid n-aibeoimis
dh'abaichear n-aibeofar
dh'abaicheas aibeoidh
dh'abaicheas n-aibeoidh
dh'abaichinn aibeoinn
dh'abaichinn d'aibeoinn
dh'abaichinn n-aibeoinn
dh'abaid mainistir
dh'abaide mainistreach
dh'abaideachd d'abacht
dh'abaideachd d'abachta
dh'abaidean mainistreacha
dh'abair cumair
dh'abair d'abair
dh'abairean cumair
dh'abairean cumar
dh'abairean d'abair
dh'abairean d'abar
dh'abairt d'abairt
dh'abairt frása
dh'abairt nath
dh'abairte d'abairte
dh'abairte frása
dh'abairte natha
dh'abairtean d'abairtí
dh'abairtean frásaí
dh'abairtean nathanna
dh'abaltachd d'ábaltacht
dh'abaltachd d'ábaltachta
dh'abar cumar
dh'abar d'abar
dh'abartachd cabantacht
dh'abartachd cabantachta
dh'abhag brocaire
dh'abhagan brocairí
dh'abhaig brocaire
dh'abhainn d'abhainn
dh'abhainne d'abhann
dh'abhaist gnáth
dh'abhaiste gnáith
dh'abhaistean gnáth
dh'abhaistean gnátha
dh'abharsair d'áibhirseoir
dh'abharsair d'áibhirseora
dh'abharsairean d'áibhirseoirí
dh'abhlain d'abhlainne
dh'abhlan d'abhlann
dh'abhlanan d'abhlann
dh'abhlanan d'abhlanna
dh'abhrais d'abhrais
dh'abhras d'abhras
dh'abhsadh laghdú
dh'abhsaidh laghdaithe
dh'abhuinn d'abhainn
dh'ablach d'ablach
dh'ablaich d'ablach
dh'ablaich d'ablaigh
dh'ablatach d'ochslaíoch
dh'ablataich d'ochslaígh
dh'ablataich d'ochslaíoch
dh'abstoil d'aspail
dh'abstol d'aspal
dh'abstolan d'aspail
dh'abstolan d'aspal
dh'acadaimh d'acadaimh
dh'acadamaidh d'acadaimh
dh'acadamaidh d'acadamh
dh'acadamaidhean d'acadaimh
dh'acadamaidhean d'acadamh
dh'acadamh d'acadamh
dh'acadamhan d'acadaimh
dh'acadamhan d'acadamh
dh'acaid d'arraing
dh'acaide d'arrainge
dh'acaidean d'arraingeacha
dh'acain meacan
dh'acaine meacain
dh'acainean meacain
dh'acainean meacan
dh'acainn d'acmhainn
dh'acainn d'ola
dh'acainne d'acmhainne
dh'acainne d'ola
dh'acainnean d'acmhainní
dh'acainnean d'olaí
dh'acair d'acra
dh'acair d'ancaire
dh'acaire d'acra
dh'acaire d'ancaire
dh'acaireachd d'acraíocht
dh'acaireachd d'acraíochta
dh'acaireachd d'ancaireacht
dh'acaireachd d'ancaireachta
dh'acarsaid calafort
dh'acarsaid cuan
dh'acarsaid d'acarsóid
dh'acarsaide calafoirt
dh'acarsaide cuain
dh'acarsaide d'acarsóide
dh'acarsaidean calafoirt
dh'acarsaidean calafort
dh'acarsaidean cuanta
dh'acfhainn d'acmhainn
dh'acfhainn d'ola
dh'acfhainne d'acmhainne
dh'acfhainne d'ola
dh'acfhainneachd d'acmhainneacht
dh'acfhainneachd d'acmhainneachta
dh'acfhainnean d'acmhainní
dh'acfhainnean d'olaí
dh'acraichean d'acraí
dh'acraichean d'ancairí
dh'adair haitéara
dh'adair haitéir
dh'adairean haitéirí
dh'adbhair cúise
dh'adbhair d'fhátha
dh'adbhair d'ábhair
dh'adbhar cúis
dh'adbhar d'fháth
dh'adbhar d'ábhar
dh'adbharan cúiseanna
dh'adbharan d'fháthanna
dh'adbharan d'ábhair
dh'adbharan d'ábhar
dh'adhbhair cúise
dh'adhbhair d'fhátha
dh'adhbhair d'ábhair
dh'adhbhar cúis
dh'adhbhar d'fháth
dh'adhbhar d'ábhar
dh'adhbharan cúiseanna
dh'adhbharan d'fháthanna
dh'adhbharan d'ábhair
dh'adhbharan d'ábhar
dh'aibhne d'abhann
dh'aibhneachan d'aibhneacha
dh'aibhnichean d'aibhneacha
dh'ainm d'ainm
dh'ainm-aite logainm
dh'ainm-brèige d'ailias
dh'ainm-àite logainm
dh'ainme d'ainm
dh'ainme-aite logainm
dh'ainme-àite logainm
dh'ainmeachadh d'ainmniú
dh'ainmeachaidh d'ainmnithe
dh'ainmean d'ainmneacha
dh'ainmean-aite logainmneacha
dh'ainmean-brèige d'ailiasanna
dh'ainmean-àite logainmneacha
dh'ainmeannan d'ainmneacha
dh'aireamh d'uimhir
dh'aireamhan d'uimhreacha
dh'aireimh d'uimhreach
dh'ait' d'áit
dh'aite d'áit
dh'aite d'áite
dh'aiteachan d'áiteanna
dh'aithne d'aithne
dh'aithneachadh d'aithint
dh'aithneachaidh d'aitheanta
dh'alba d'Albain
dh'albann d'Alban
dh'albatrais d'albatrais
dh'albatras d'albatras
dh'albatrasan d'albatrais
dh'albatrasan d'albatras
dh'alcoil d'alcóil
dh'alcol d'alcól
dh'alcolach d'alcólach
dh'alcolachd d'alcólacht
dh'alcolachd d'alcólachta
dh'alcolaich d'alcólach
dh'alcolaich d'alcólaigh
dh'algach d'alga
dh'algaich d'alga
dh'algaich d'algaí
dh'am d'am
dh'ama d'ama
dh'amais d'aidhme
dh'amais sprice
dh'amanan d'amanna
dh'amannan d'amanna
dh'amas d'aidhm
dh'amas sprioc
dh'amasan d'aidhmeanna
dh'amasan spriocanna
dh'ambaileans d'otharchairr
dh'ambaileans d'otharcharr
dh'ambaileansan d'otharcharranna
dh'ambasaid d'ambasáid
dh'ambasaid d'ambasáide
dh'ambasaidean d'ambasáidí
dh'anail d'anáil
dh'anaile d'anála
dh'anailean d'análacha
dh'anailis d'anailís
dh'anailise d'anailíse
dh'anailisean d'anailísí
dh'analach d'anála
dh'anarag d'anarac
dh'anaragan d'anarac
dh'anaragan d'anaraic
dh'anaraig d'anaraic
dh'aobhair cúise
dh'aobhair d'fhátha
dh'aobhair d'ábhair
dh'aobhar cúis
dh'aobhar d'fháth
dh'aobhar d'ábhar
dh'aobharan cúiseanna
dh'aobharan d'fháthanna
dh'aobharan d'ábhair
dh'aobharan d'ábhar
dh'aodach d'éadach
dh'aodaich d'éadaigh
dh'aodaich d'éadaí
dh'aodaichean d'éadaí
dh'aodainn d'aghaidhe
dh'aodainnean d'aghaidheanna
dh'aodann d'aghaidh
dh'aodannan d'aghaidheanna
dh'aonachadh d'aontú
dh'aonachaidh d'aontaithe
dh'aonaich aontaigh
dh'aonaich d'aontaigh
dh'aonaich n-aontaigh
dh'aonaicheadh aontaíodh
dh'aonaicheadh aontódh
dh'aonaicheadh d'aontódh
dh'aonaicheadh n-aontaíodh
dh'aonaicheadh n-aontódh
dh'aonaicheamaid aontóimis
dh'aonaicheamaid d'aontóimis
dh'aonaicheamaid n-aontóimis
dh'aonaichear n-aontófar
dh'aonaicheas aontóidh
dh'aonaicheas n-aontóidh
dh'aonaichinn aontóinn
dh'aonaichinn d'aontóinn
dh'aonaichinn n-aontóinn
dh'arainneachd timpeallacht
dh'arainneachd timpeallachta
dh'arainneachdan timpeallachtaí
dh'arc d'airc
dh'arc d'arc
dh'athair d'athair
dh'athar d'athar
dh'atharrachadh d'athrú
dh'atharrachaidh d'athraithe
dh'atharrachaidhean d'athruithe
dh'atharraich athraigh
dh'atharraich d'athraigh
dh'atharraich n-athraigh
dh'atharraicheadh athraíodh
dh'atharraicheadh athródh
dh'atharraicheadh d'athródh
dh'atharraicheadh n-athraíodh
dh'atharraicheadh n-athródh
dh'atharraicheamaid athróimis
dh'atharraicheamaid d'athróimis
dh'atharraicheamaid n-athróimis
dh'atharraichean d'athruithe
dh'atharraichear n-athrófar
dh'atharraicheas athróidh
dh'atharraicheas n-athróidh
dh'atharraichidhean d'athruithe
dh'atharraichinn athróinn
dh'atharraichinn d'athróinn
dh'atharraichinn n-athróinn
dh'athraichean d'aithreacha
dh'eadar-aghaidh comhéadan
dh'eadar-aghaidhe comhéadain
dh'eadar-aghaidhean comhéadain
dh'eadar-aghaidhean comhéadan
dh'eadar-lin d'idirlín
dh'eadar-lion d'idirlíon
dh'eadar-liontan d'idirlíonta
dh'eadar-lìn d'idirlín
dh'eadar-lìon d'idirlíon
dh'eadar-lìontan d'idirlíonta
dh'eadarlìn d'idirlín
dh'eadarlìon d'idirlíon
dh'eadarlìontan d'idirlíonta
dh'eadra-lìn d'inlín
dh'eadra-lìon d'inlíon
dh'eadra-lìontan d'inlíonta
dh'eilean d'oileán
dh'eileanan d'oileáin
dh'eileanan d'oileán
dh'eilein d'oileáin
dh'eisdeachd d'éisteacht
dh'eisdeachd d'éisteachta
dh'eiseimpleir sampla
dh'eiseimpleirean samplaí
dh'eisg d'iasc
dh'eisg d'éisc
dh'eisimplear sampla
dh'eisimplearan samplaí
dh'eisimpleir sampla
dh'eisimpleirean samplaí
dh'eisimplir sampla
dh'eisimplirean samplaí
dh'eist d'éist
dh'eist n-éist
dh'eist éist
dh'eisteachd d'éisteacht
dh'eisteachd d'éisteachta
dh'eisteadh d'éistfeadh
dh'eisteadh n-éisteadh
dh'eisteadh n-éistfeadh
dh'eisteadh éisteadh
dh'eisteadh éistfeadh
dh'eisteamaid d'éistfimis
dh'eisteamaid n-éistfimis
dh'eisteamaid éistfimis
dh'eistear n-éistfear
dh'eisteas n-éistfidh
dh'eisteas éistfidh
dh'eistinn d'éistfinn
dh'eistinn n-éistfinn
dh'eistinn éistfinn
dh'eudach d'éadach
dh'eudaich d'éadaigh
dh'eudaich d'éadaí
dh'eòlaiche d'eolaí
dh'eòlaichean d'eolaithe
dh'fhachach puifín
dh'fhachachan puifíní
dh'fhachaich puifín
dh'fhag bhfág
dh'fhag d'fhág
dh'fhag fhág
dh'fhagadh bhfágadh
dh'fhagadh bhfágfadh
dh'fhagadh d'fhágfadh
dh'fhagadh fhágadh
dh'fhagadh fhágfadh
dh'fhagadh fágadh
dh'fhagainn bhfágfainn
dh'fhagainn d'fhágfainn
dh'fhagainn fhágfainn
dh'fhagamaid bhfágfaimis
dh'fhagamaid d'fhágfaimis
dh'fhagamaid fhágfaimis
dh'fhagar bhfágfar
dh'fhagas bhfágfaidh
dh'fhagas fhágfaidh
dh'fhagas fágfaidh
dh'fhailbh d'imeachta
dh'fhaileadh boladh
dh'fhaileidhean bolaithe
dh'fhailidh bolaidh
dh'fhalbh d'imeacht
dh'fhalbh d'imigh
dh'fhalbh imigh
dh'fhalbh n-imigh
dh'fhalbhadh d'imeodh
dh'fhalbhadh imeodh
dh'fhalbhadh imíodh
dh'fhalbhadh n-imeodh
dh'fhalbhadh n-imíodh
dh'fhalbhainn d'imeoinn
dh'fhalbhainn imeoinn
dh'fhalbhainn n-imeoinn
dh'fhalbhamaid d'imeoimis
dh'fhalbhamaid imeoimis
dh'fhalbhamaid n-imeoimis
dh'fhalbhar n-imeofar
dh'fhalbhas imeoidh
dh'fhalbhas n-imeoidh
dh'fhaondradh d'fhuaidreamh
dh'fhaondraidh d'fhuaidrimh
dh'fhas bhfás
dh'fhas d'fhás
dh'fhas fhás
dh'fhasadh bhfásadh
dh'fhasadh bhfásfadh
dh'fhasadh d'fhásfadh
dh'fhasadh fhásadh
dh'fhasadh fhásfadh
dh'fhasadh fásadh
dh'fhasainn bhfásfainn
dh'fhasainn d'fhásfainn
dh'fhasainn fhásfainn
dh'fhasamaid bhfásfaimis
dh'fhasamaid d'fhásfaimis
dh'fhasamaid fhásfaimis
dh'fhasar bhfásfar
dh'fhasas bhfásfaidh
dh'fhasas fhásfaidh
dh'fhasas fásfaidh
dh'fhastaiche d'fhostóir
dh'fhastaiche d'fhostóra
dh'fhastaichean d'fhostóirí
dh'fheis gnéas
dh'fheise gnéis
dh'fhoilbh d'imeachta
dh'fholbh d'imeacht
dh'fhonaigs d'fhónaic
dh'fhonaigs d'fhónaice
dh'fhosgail d'oscail
dh'fhosgail n-oscail
dh'fhosgail oscail
dh'fhosgaileadh d'osclódh
dh'fhosgaileadh n-osclaíodh
dh'fhosgaileadh n-osclódh
dh'fhosgaileadh osclaíodh
dh'fhosgaileadh osclódh
dh'fhosgaileamaid d'osclóimis
dh'fhosgaileamaid n-osclóimis
dh'fhosgaileamaid osclóimis
dh'fhosgailear n-osclófar
dh'fhosgaileas n-osclóidh
dh'fhosgaileas osclóidh
dh'fhosgailinn d'osclóinn
dh'fhosgailinn n-osclóinn
dh'fhosgailinn osclóinn
dh'fhosgladh d'osclódh
dh'fhosgladh n-osclódh
dh'fhosgladh osclódh
dh'fhosglainn d'osclóinn
dh'fhosglainn n-osclóinn
dh'fhosglainn osclóinn
dh'fhosglamaid d'osclóimis
dh'fhosglamaid n-osclóimis
dh'fhosglamaid osclóimis
dh'fhosglar n-osclófar
dh'fhosglas n-osclóidh
dh'fhosglas osclóidh
dh'fhuaimreag guta
dh'fhuaimreagan gutaí
dh'fhuaimreig guta
dh'fhàg bhfág
dh'fhàg d'fhág
dh'fhàg fhág
dh'fhàgadh bhfágadh
dh'fhàgadh bhfágfadh
dh'fhàgadh d'fhágfadh
dh'fhàgadh fhágadh
dh'fhàgadh fhágfadh
dh'fhàgadh fágadh
dh'fhàgainn bhfágfainn
dh'fhàgainn d'fhágfainn
dh'fhàgainn fhágfainn
dh'fhàgamaid bhfágfaimis
dh'fhàgamaid d'fhágfaimis
dh'fhàgamaid fhágfaimis
dh'fhàgar bhfágfar
dh'fhàgas bhfágfaidh
dh'fhàgas fhágfaidh
dh'fhàgas fágfaidh
dh'fhàile boladh
dh'fhàile bolaidh
dh'fhàileadh boladh
dh'fhàilean bolaithe
dh'fhàileidhean bolaithe
dh'fhàilidh bolaidh
dh'fhàilidhean bolaithe
dh'fhàs bhfás
dh'fhàs d'fhás
dh'fhàs fhás
dh'fhàsadh bhfásadh
dh'fhàsadh bhfásfadh
dh'fhàsadh d'fhásfadh
dh'fhàsadh fhásadh
dh'fhàsadh fhásfadh
dh'fhàsadh fásadh
dh'fhàsainn bhfásfainn
dh'fhàsainn d'fhásfainn
dh'fhàsainn fhásfainn
dh'fhàsamaid bhfásfaimis
dh'fhàsamaid d'fhásfaimis
dh'fhàsamaid fhásfaimis
dh'fhàsar bhfásfar
dh'fhàsas bhfásfaidh
dh'fhàsas fhásfaidh
dh'fhàsas fásfaidh
dh'fhèin-dhìonachd d'fhéinchosaint
dh'fhòd d'fhód
dh'fhòid d'fhód
dh'fhòide d'fhóid
dh'fhòidean d'fhód
dh'fhòidean d'fhóid
dh'iac geac
dh'iaca geaca
dh'iacan geacanna
dh'iall d'iall
dh'iallan d'iallacha
dh'ialtag d'ialtóg
dh'ialtagan d'ialtóg
dh'ialtagan d'ialtóga
dh'ialtaig d'ialtóige
dh'iar-cheumnach d'iarchéimí
dh'iar-cheumnaich d'iarchéimithe
dh'iar-cheumnaich d'iarchéimí
dh'iarainn d'iarainn
dh'iarann d'iarann
dh'iarannan d'iarainn
dh'iarannan d'iarann
dh'iarla d'iarla
dh'iarlachan d'iarlaí
dh'iarlachd d'iarlacht
dh'iarlachd d'iarlachta
dh'iarlan d'iarlaí
dh'iarradair d'iarrthóir
dh'iarradair d'iarrthóra
dh'iarradairean d'iarrthóirí
dh'iarrainn d'iarainn
dh'iarrann d'iarann
dh'iarrannan d'iarainn
dh'iarrannan d'iarann
dh'iaruinn d'iarainn
dh'iarunn d'iarann
dh'iarunnan d'iarainn
dh'iarunnan d'iarann
dh'iasg d'iasc
dh'iasgair d'iascaire
dh'iasgaireachd d'iascaireacht
dh'iasgaireachd d'iascaireachta
dh'iasgairean d'iascairí
dh'ifrinn d'ifreann
dh'ifrinne d'ifrinn
dh'ime d'ime
dh'inns d'inis
dh'inns inis
dh'inns n-inis
dh'innseadh d'inseodh
dh'innseadh inseodh
dh'innseadh insíodh
dh'innseadh n-inseodh
dh'innseadh n-insíodh
dh'innseamaid d'inseoimis
dh'innseamaid inseoimis
dh'innseamaid n-inseoimis
dh'innsear n-inseofar
dh'innseas inseoidh
dh'innseas n-inseoidh
dh'innsinn d'inseoinn
dh'innsinn inseoinn
dh'innsinn n-inseoinn
dh'iom-thionndadh d'inbhéartú
dh'iom-thionndaidh d'inbhéartaithe
dh'iomad d'iolraí
dh'iomadan d'iolraithe
dh'iomaid d'iolraí
dh'obrachadh d'oibriú
dh'obrachaidh d'oibrithe
dh'obraich d'oibrigh
dh'obraich n-oibrigh
dh'obraich oibrigh
dh'obraiche d'oibrí
dh'obraicheadh d'oibreodh
dh'obraicheadh n-oibreodh
dh'obraicheadh n-oibríodh
dh'obraicheadh oibreodh
dh'obraicheadh oibríodh
dh'obraicheamaid d'oibreoimis
dh'obraicheamaid n-oibreoimis
dh'obraicheamaid oibreoimis
dh'obraichean d'oibrithe
dh'obraichear n-oibreofar
dh'obraicheas n-oibreoidh
dh'obraicheas oibreoidh
dh'obraichinn d'oibreoinn
dh'obraichinn n-oibreoinn
dh'obraichinn oibreoinn
dh'ochdnair d'ochtair
dh'ochdnar d'ochtar
dh'ochdnaran d'ochtair
dh'ochdnaran d'ochtar
dh'oidhch' d'oíche
dh'oidhche d'oíche
dh'oidhcheannan d'oícheanta
dh'oifig d'oifig
dh'oifige d'oifige
dh'oifigeach d'oifigeach
dh'oifigean d'oifigí
dh'oifigear d'oifigeach
dh'oifigearan d'oifigeach
dh'oifigearan d'oifigigh
dh'oifigeir d'oifigigh
dh'oifigich d'oifigeach
dh'oifigich d'oifigigh
dh'oifis d'oifig
dh'oifise d'oifige
dh'oifisean d'oifigí
dh'oilean d'oiliúint
dh'oileanan d'oiliúintí
dh'oilein d'oiliúna
dh'oilthigh d'ollscoil
dh'oilthigh d'ollscoile
dh'oilthighe d'ollscoile
dh'oilthighean d'ollscoileanna
dh'oirfideach d'oirfideach
dh'oirfidich d'oirfideach
dh'oirfidich d'oirfidigh
dh'orain d'amhráin
dh'orain d'amhrán
dh'oran d'amhrán
dh'orcastra ceolfhoireann
dh'orcastra ceolfhoirne
dh'orcastrathan ceolfhoirne
dh'ortha d'ortha
dh'os-tilgeadair d'osteilgeoir
